"metro","date","time","cases","newCases","deaths","newDeaths","population","closePublicSchools","banGatherings","closeSocialRetail","stayAtHome"
"Las Vegas-Paradise, NV",2020-03-09,8,2,0,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-10,9,2,0,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-11,10,5,3,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-12,11,8,3,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-13,12,16,8,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-14,13,16,0,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-15,14,16,0,0,0,2231647,0,0,0,0
"Las Vegas-Paradise, NV",2020-03-16,15,35,19,1,1,2231647,0,1,0,0
"Las Vegas-Paradise, NV",2020-03-17,16,42,7,1,0,2231647,0,1,0,0
"Las Vegas-Paradise, NV",2020-03-18,17,69,27,1,0,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-19,18,74,5,1,0,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-20,19,126,52,2,1,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-21,20,126,0,2,0,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-22,21,126,0,2,0,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-23,22,151,25,4,2,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-24,23,249,98,6,2,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-25,24,249,0,6,0,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-26,25,350,101,10,4,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-27,26,443,93,10,0,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-28,27,528,85,14,4,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-29,28,528,0,14,0,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-30,29,753,225,15,1,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-03-31,30,869,116,23,8,2231647,1,1,1,0
"Las Vegas-Paradise, NV",2020-04-01,31,961,92,28,5,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-02,32,1125,164,34,6,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-03,33,1279,154,39,5,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-04,34,1418,139,41,2,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-05,35,1519,101,41,0,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-06,36,1608,89,41,0,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-07,37,1734,126,54,13,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-08,38,1878,144,65,11,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-09,39,2009,131,71,6,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-10,40,2144,135,75,4,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-11,41,2258,114,96,21,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-12,42,2324,66,100,4,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-13,43,2444,120,101,1,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-14,44,2509,65,106,5,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-15,45,2559,50,115,9,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-16,46,2625,66,121,6,2231647,1,1,1,1
"Las Vegas-Paradise, NV",2020-04-17,47,2738,113,124,3,2231647,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-01,0,2,0,0,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-02,1,2,0,0,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-03,2,4,2,0,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-04,3,10,6,0,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-05,4,14,4,0,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-06,5,16,2,0,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-07,6,17,1,0,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-08,7,17,0,0,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-09,8,24,7,0,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-10,9,25,1,0,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-11,10,34,9,1,1,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-12,11,38,4,1,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-13,12,53,15,1,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-14,13,67,14,1,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-15,14,86,19,1,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-16,15,116,30,1,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-17,16,173,57,1,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-18,17,232,59,1,0,13291486,0,0,0,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-19,18,284,52,2,1,13291486,1,1,1,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-20,19,357,73,2,0,13291486,1,1,1,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-21,20,429,72,4,2,13291486,1,1,1,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-22,21,516,87,5,1,13291486,1,1,1,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-23,22,661,145,7,2,13291486,1,1,1,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-24,23,814,153,11,4,13291486,1,1,1,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-25,24,986,172,14,3,13291486,1,1,1,0
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-26,25,1472,486,22,8,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-27,26,1786,314,30,8,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-28,27,2125,339,36,6,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-29,28,2567,442,41,5,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-30,29,2938,371,48,7,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-03-31,30,3513,575,61,13,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-01,31,4124,611,75,14,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-02,32,4701,577,91,16,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-03,33,5277,576,102,11,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-04,34,6063,786,131,29,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-05,35,6774,711,146,15,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-06,36,7242,468,161,15,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-07,37,7841,599,184,23,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-08,38,8546,705,215,31,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-09,39,9034,488,240,25,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-10,40,9568,534,258,18,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-11,41,10094,526,283,25,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-12,42,10469,375,315,32,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-13,43,10703,234,339,24,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-14,44,11346,643,379,40,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-15,45,11872,526,424,45,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-16,46,12279,407,480,56,13291486,1,1,1,1
"Los Angeles-Long Beach-Santa Ana, CA",2020-04-17,47,12892,613,523,43,13291486,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-03-01,0,0,0,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-02,1,0,0,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-03,2,0,0,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-08,7,1,1,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-09,8,1,0,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-10,9,1,0,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-11,10,1,0,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-12,11,2,1,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-13,12,2,0,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-14,13,5,3,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-15,14,7,2,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-16,15,9,2,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-17,16,11,2,0,0,1347989,0,0,0,0
"Louisville/Jefferson County, KY-IN",2020-03-18,17,14,3,0,0,1347989,1,0,1,0
"Louisville/Jefferson County, KY-IN",2020-03-19,18,17,3,1,1,1347989,1,0,1,0
"Louisville/Jefferson County, KY-IN",2020-03-20,19,27,10,1,0,1347989,1,0,1,0
"Louisville/Jefferson County, KY-IN",2020-03-21,20,35,8,1,0,1347989,1,0,1,0
"Louisville/Jefferson County, KY-IN",2020-03-22,21,39,4,1,0,1347989,1,0,1,0
"Louisville/Jefferson County, KY-IN",2020-03-23,22,46,7,1,0,1347989,1,0,1,0
"Louisville/Jefferson County, KY-IN",2020-03-24,23,57,11,1,0,1347989,1,0,1,0
"Louisville/Jefferson County, KY-IN",2020-03-25,24,64,7,3,2,1347989,1,0,1,0
"Louisville/Jefferson County, KY-IN",2020-03-26,25,84,20,3,0,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-03-27,26,115,31,4,1,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-03-28,27,150,35,4,0,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-03-29,28,171,21,4,0,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-03-30,29,206,35,4,0,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-03-31,30,284,78,9,5,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-01,31,326,42,10,1,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-02,32,387,61,14,4,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-03,33,403,16,16,2,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-04,34,469,66,18,2,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-05,35,506,37,19,1,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-06,36,533,27,28,9,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-07,37,669,136,38,10,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-08,38,685,16,40,2,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-09,39,755,70,47,7,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-10,40,832,77,55,8,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-11,41,868,36,58,3,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-12,42,890,22,59,1,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-13,43,936,46,64,5,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-14,44,1000,64,68,4,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-15,45,1022,22,73,5,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-16,46,1060,38,77,4,1347989,1,1,1,1
"Louisville/Jefferson County, KY-IN",2020-04-17,47,1079,19,83,6,1347989,1,1,1,1
"Memphis, TN-MS-AR",2020-03-01,0,0,0,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-02,1,0,0,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-03,2,0,0,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-08,7,1,1,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-09,8,1,0,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-10,9,1,0,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-11,10,1,0,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-12,11,2,1,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-13,12,2,0,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-14,13,2,0,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-15,14,2,0,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-16,15,2,0,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-17,16,2,0,0,0,1342349,0,0,0,0
"Memphis, TN-MS-AR",2020-03-18,17,5,3,0,0,1342349,1,0,1,0
"Memphis, TN-MS-AR",2020-03-19,18,25,20,0,0,1342349,1,0,1,0
"Memphis, TN-MS-AR",2020-03-20,19,48,23,0,0,1342349,1,0,1,0
"Memphis, TN-MS-AR",2020-03-21,20,60,12,0,0,1342349,1,0,1,0
"Memphis, TN-MS-AR",2020-03-22,21,94,34,0,0,1342349,1,0,1,0
"Memphis, TN-MS-AR",2020-03-23,22,99,5,0,0,1342349,1,0,1,0
"Memphis, TN-MS-AR",2020-03-24,23,177,78,0,0,1342349,1,0,1,0
"Memphis, TN-MS-AR",2020-03-25,24,225,48,1,1,1342349,1,0,1,0
"Memphis, TN-MS-AR",2020-03-26,25,275,50,1,0,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-03-27,26,324,49,1,0,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-03-28,27,384,60,2,1,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-03-29,28,488,104,3,1,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-03-30,29,536,48,3,0,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-03-31,30,558,22,3,0,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-01,31,674,116,5,2,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-02,32,831,157,10,5,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-03,33,857,26,10,0,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-04,34,935,78,13,3,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-05,35,1011,76,14,1,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-06,36,1038,27,17,3,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-07,37,1126,88,22,5,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-08,38,1202,76,25,3,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-09,39,1320,118,28,3,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-10,40,1426,106,30,2,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-11,41,1501,75,33,3,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-12,42,1588,87,33,0,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-13,43,1739,151,33,0,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-14,44,1782,43,33,0,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-15,45,1876,94,40,7,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-16,46,1973,97,44,4,1342349,1,1,1,1
"Memphis, TN-MS-AR",2020-04-17,47,2158,185,46,2,1342349,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-01,0,0,0,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-02,1,0,0,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-03,2,0,0,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-06,5,2,2,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-07,6,2,0,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-08,7,3,1,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-09,8,3,0,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-10,9,4,1,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-11,10,6,2,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-12,11,16,10,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-13,12,34,18,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-14,13,34,0,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-15,14,55,21,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-16,15,69,14,0,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-17,16,109,40,1,1,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-18,17,177,68,1,0,6198782,0,0,0,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-19,18,225,48,1,0,6198782,0,0,1,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-20,19,293,68,2,1,6198782,1,0,1,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-21,20,390,97,3,1,6198782,1,0,1,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-22,21,515,125,4,1,6198782,1,0,1,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-23,22,627,112,6,2,6198782,1,0,1,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-24,23,779,152,6,0,6198782,1,0,1,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-25,24,1040,261,6,0,6198782,1,0,1,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-26,25,1330,290,6,0,6198782,1,0,1,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-27,26,1741,411,17,11,6198782,1,0,1,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-28,27,2259,518,20,3,6198782,1,0,1,0
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-29,28,2865,606,21,1,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-30,29,3299,434,26,5,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-03-31,30,3893,594,33,7,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-01,31,4379,486,46,13,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-02,32,5101,722,64,18,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-03,33,5817,716,80,16,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-04,34,6606,789,98,18,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-05,35,7029,423,120,22,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-06,36,7825,796,139,19,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-07,37,8512,687,165,26,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-08,38,9047,535,179,14,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-09,39,9708,661,208,29,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-10,40,10407,699,235,27,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-11,41,11100,693,249,14,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-12,42,11646,546,254,5,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-13,43,12337,691,278,24,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-14,44,12710,373,327,49,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-15,45,13245,535,356,29,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-16,46,13656,411,396,40,6198782,1,1,1,1
"Miami-Fort Lauderdale-Pompano Beach, FL",2020-04-17,47,14597,941,417,21,6198782,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-03-01,0,0,0,0,0,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-02,1,0,0,0,0,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-03,2,0,0,0,0,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-09,8,0,0,0,0,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-11,10,1,1,0,0,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-12,11,1,0,0,0,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-13,12,3,2,0,0,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-14,13,9,6,0,0,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-15,14,10,1,0,0,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-16,15,16,6,0,0,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-17,16,28,12,0,0,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-18,17,54,26,0,0,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-19,18,79,25,1,1,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-20,19,120,41,2,1,1576113,0,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-21,20,160,40,3,1,1576113,1,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-22,21,240,80,3,0,1576113,1,0,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-23,22,266,26,4,1,1576113,1,1,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-24,23,307,41,4,0,1576113,1,1,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-25,24,408,101,5,1,1576113,1,1,0,0
"Milwaukee-Waukesha-West Allis, WI",2020-03-26,25,496,88,8,3,1576113,1,1,0,1
"Milwaukee-Waukesha-West Allis, WI",2020-03-27,26,586,90,12,4,1576113,1,1,0,1
"Milwaukee-Waukesha-West Allis, WI",2020-03-28,27,677,91,12,0,1576113,1,1,0,1
"Milwaukee-Waukesha-West Allis, WI",2020-03-29,28,713,36,12,0,1576113,1,1,0,1
"Milwaukee-Waukesha-West Allis, WI",2020-03-30,29,826,113,13,1,1576113,1,1,0,1
"Milwaukee-Waukesha-West Allis, WI",2020-03-31,30,858,32,18,5,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-01,31,977,119,23,5,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-02,32,1082,105,26,3,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-03,33,1190,108,36,10,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-04,34,1324,134,41,5,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-05,35,1415,91,52,11,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-06,36,1535,120,58,6,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-07,37,1614,79,66,8,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-08,38,1723,109,78,12,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-09,39,1802,79,85,7,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-10,40,1906,104,98,13,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-11,41,1997,91,106,8,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-12,42,2062,65,107,1,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-13,43,2106,44,113,6,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-14,44,2165,59,122,9,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-15,45,2263,98,127,5,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-16,46,2348,85,137,10,1576113,1,1,1,1
"Milwaukee-Waukesha-West Allis, WI",2020-04-17,47,2427,79,143,6,1576113,1,1,1,1
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-01,0,0,0,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-02,1,0,0,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-03,2,0,0,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-06,5,1,1,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-07,6,1,0,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-08,7,2,1,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-09,8,3,1,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-10,9,4,1,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-11,10,5,1,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-12,11,7,2,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-13,12,12,5,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-14,13,17,5,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-15,14,29,12,0,0,3559529,0,0,0,0
"Minneapolis-St. Paul-Bloomington, MN-WI",2020-03-16,15,45,16,0,0,3559529,0,0,0,0
